INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
2042	5531	50	-1	2851	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	488	50	50	483	50	50	5	488	50	50	483	50	50	5	-1	-1	534	178	5	-1	-1	-1	-1	420	420	420	420	420	5	10	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
2043	5652	50	-1	2913	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	499	50	50	494	50	50	5	499	50	50	494	50	50	5	-1	-1	546	182	5	-1	-1	-1	-1	430	430	430	430	430	5	10	-1	-1	-1	-1	-1	5	5	5	5	-1	-1	-1	-1	-1	-1
2044	5772	50	-1	2975	50	-1	12	6	-1	12	6	-1	12	6	-1	12	6	-1	3	510	50	50	504	50	50	6	510	50	50	504	50	50	6	-1	-1	558	186	5	-1	-1	-1	-1	440	440	440	440	440	5	10	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
2045	5893	50	-1	3037	50	-1	12	6	-1	12	6	-1	12	6	-1	12	6	-1	3	520	50	50	515	50	50	6	520	50	50	515	50	50	6	-1	-1	570	190	5	-1	-1	-1	-1	450	450	450	450	450	5	10	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
2046	6013	50	-1	3099	50	-1	12	6	-1	12	6	-1	12	6	-1	12	6	-1	3	531	50	50	526	50	50	6	531	50	50	526	50	50	6	-1	-1	582	194	5	-1	-1	-1	-1	460	460	460	460	460	5	10	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
2047	6134	50	-1	3161	50	-1	12	6	-1	12	6	-1	12	6	-1	12	6	-1	3	541	50	50	536	50	50	6	541	50	50	536	50	50	6	-1	-1	594	198	5	-1	-1	-1	-1	470	470	470	470	470	5	11	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
2048	6254	50	-1	3223	50	-1	12	6	-1	12	6	-1	12	6	-1	12	6	-1	3	552	50	50	547	50	50	6	552	50	50	547	50	50	6	-1	-1	606	202	5	-1	-1	-1	-1	480	480	480	480	480	5	11	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
2049	6375	50	-1	3285	50	-1	13	6	-1	13	6	-1	13	6	-1	13	6	-1	4	563	50	50	558	50	50	6	563	50	50	558	50	50	6	-1	-1	618	206	6	-1	-1	-1	-1	490	490	490	490	490	6	11	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
2050	6495	50	-1	3346	50	-1	13	6	-1	13	6	-1	13	6	-1	13	6	-1	4	573	50	50	568	50	50	6	573	50	50	568	50	50	6	-1	-1	630	210	6	-1	-1	-1	-1	500	500	500	500	500	6	11	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
2051	6616	50	-1	3408	50	-1	13	6	-1	13	6	-1	13	6	-1	13	6	-1	4	584	50	50	579	50	50	6	584	50	50	579	50	50	6	-1	-1	642	214	6	-1	-1	-1	-1	510	510	510	510	510	6	11	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
2052	6736	50	-1	3470	50	-1	13	6	-1	13	6	-1	13	6	-1	13	6	-1	4	595	50	50	590	50	50	6	595	50	50	590	50	50	6	-1	-1	654	218	6	-1	-1	-1	-1	520	520	520	520	520	6	12	-1	-1	-1	-1	-1	6	6	6	6	-1	-1	-1	-1	-1	-1
2053	6857	50	-1	3532	50	-1	13	7	-1	13	7	-1	13	7	-1	13	7	-1	4	605	50	50	600	50	50	7	605	50	50	600	50	50	7	-1	-1	666	222	6	-1	-1	-1	-1	530	530	530	530	530	6	12	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
2054	6977	50	-1	3594	50	-1	14	7	-1	14	7	-1	14	7	-1	14	7	-1	4	616	50	50	611	50	50	7	616	50	50	611	50	50	7	-1	-1	678	226	6	-1	-1	-1	-1	540	540	540	540	540	6	12	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
2055	7098	50	-1	3656	50	-1	14	7	-1	14	7	-1	14	7	-1	14	7	-1	4	627	50	50	622	50	50	7	627	50	50	622	50	50	7	-1	-1	690	230	6	-1	-1	-1	-1	550	550	550	550	550	6	12	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
2056	7218	50	-1	3718	50	-1	14	7	-1	14	7	-1	14	7	-1	14	7	-1	4	637	50	50	632	50	50	7	637	50	50	632	50	50	7	-1	-1	702	234	6	-1	-1	-1	-1	560	560	560	560	560	6	12	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
2057	7339	50	-1	3780	50	-1	14	7	-1	14	7	-1	14	7	-1	14	7	-1	4	648	50	50	643	50	50	7	648	50	50	643	50	50	7	-1	-1	714	238	6	-1	-1	-1	-1	570	570	570	570	570	6	13	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
2058	7459	50	-1	3842	50	-1	14	7	-1	14	7	-1	14	7	-1	14	7	-1	4	659	50	50	654	50	50	7	659	50	50	654	50	50	7	-1	-1	726	242	6	-1	-1	-1	-1	580	580	580	580	580	6	13	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
2059	7580	50	-1	3904	50	-1	15	7	-1	15	7	-1	15	7	-1	15	7	-1	4	669	50	50	664	50	50	7	669	50	50	664	50	50	7	-1	-1	738	246	6	-1	-1	-1	-1	590	590	590	590	590	6	13	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
2060	7700	50	-1	3965	50	-1	15	7	-1	15	7	-1	15	7	-1	15	7	-1	4	680	50	50	675	50	50	7	680	50	50	675	50	50	7	-1	-1	750	250	6	-1	-1	-1	-1	600	600	600	600	600	6	13	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
2061	7821	50	-1	4027	50	-1	15	7	-1	15	7	-1	15	7	-1	15	7	-1	4	691	50	50	685	50	50	7	691	50	50	685	50	50	7	-1	-1	762	254	6	-1	-1	-1	-1	610	610	610	610	610	6	13	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
2062	7941	50	-1	4089	50	-1	15	7	-1	15	7	-1	15	7	-1	15	7	-1	4	701	50	50	696	50	50	7	701	50	50	696	50	50	7	-1	-1	774	258	7	-1	-1	-1	-1	620	620	620	620	620	7	14	-1	-1	-1	-1	-1	7	7	7	7	-1	-1	-1	-1	-1	-1
2063	8062	50	-1	4151	50	-1	16	8	-1	16	8	-1	16	8	-1	16	8	-1	4	712	50	50	707	50	50	8	712	50	50	707	50	50	8	-1	-1	786	262	7	-1	-1	-1	-1	630	630	630	630	630	7	14	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
2064	8182	50	-1	4213	50	-1	16	8	-1	16	8	-1	16	8	-1	16	8	-1	4	722	50	50	717	50	50	8	722	50	50	717	50	50	8	-1	-1	798	266	7	-1	-1	-1	-1	640	640	640	640	640	7	14	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
2065	8303	50	-1	4275	50	-1	16	8	-1	16	8	-1	16	8	-1	16	8	-1	4	733	50	50	728	50	50	8	733	50	50	728	50	50	8	-1	-1	810	270	7	-1	-1	-1	-1	650	650	650	650	650	7	14	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
2066	8423	50	-1	4337	50	-1	16	8	-1	16	8	-1	16	8	-1	16	8	-1	4	744	50	50	739	50	50	8	744	50	50	739	50	50	8	-1	-1	822	274	7	-1	-1	-1	-1	660	660	660	660	660	7	14	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
2067	8544	50	-1	4399	50	-1	16	8	-1	16	8	-1	16	8	-1	16	8	-1	4	754	50	50	749	50	50	8	754	50	50	749	50	50	8	-1	-1	834	278	7	-1	-1	-1	-1	670	670	670	670	670	7	15	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
2068	8664	50	-1	4461	50	-1	17	8	-1	17	8	-1	17	8	-1	17	8	-1	5	765	50	50	760	50	50	8	765	50	50	760	50	50	8	-1	-1	846	282	7	-1	-1	-1	-1	680	680	680	680	680	7	15	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
2069	8785	50	-1	4523	50	-1	17	8	-1	17	8	-1	17	8	-1	17	8	-1	5	776	50	50	771	50	50	8	776	50	50	771	50	50	8	-1	-1	858	286	7	-1	-1	-1	-1	690	690	690	690	690	7	15	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
2070	8905	50	-1	4584	50	-1	17	8	-1	17	8	-1	17	8	-1	17	8	-1	5	786	50	50	781	50	50	8	786	50	50	781	50	50	8	-1	-1	870	290	7	-1	-1	-1	-1	700	700	700	700	700	7	15	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
2071	9026	50	-1	4646	50	-1	17	8	-1	17	8	-1	17	8	-1	17	8	-1	5	797	50	50	792	50	50	8	797	50	50	792	50	50	8	-1	-1	882	294	7	-1	-1	-1	-1	710	710	710	710	710	7	15	-1	-1	-1	-1	-1	8	8	8	8	-1	-1	-1	-1	-1	-1
2072	9146	50	-1	4708	50	-1	17	9	-1	17	9	-1	17	9	-1	17	9	-1	5	808	50	50	803	50	50	9	808	50	50	803	50	50	9	-1	-1	894	298	7	-1	-1	-1	-1	720	720	720	720	720	7	16	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
2073	9267	50	-1	4770	50	-1	18	9	-1	18	9	-1	18	9	-1	18	9	-1	5	818	50	50	813	50	50	9	818	50	50	813	50	50	9	-1	-1	906	302	7	-1	-1	-1	-1	730	730	730	730	730	7	16	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
2074	9387	50	-1	4832	50	-1	18	9	-1	18	9	-1	18	9	-1	18	9	-1	5	829	50	50	824	50	50	9	829	50	50	824	50	50	9	-1	-1	918	306	8	-1	-1	-1	-1	740	740	740	740	740	8	16	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
2075	9508	50	-1	4894	50	-1	18	9	-1	18	9	-1	18	9	-1	18	9	-1	5	840	50	50	835	50	50	9	840	50	50	835	50	50	9	-1	-1	930	310	8	-1	-1	-1	-1	750	750	750	750	750	8	16	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
2076	9628	50	-1	4956	50	-1	18	9	-1	18	9	-1	18	9	-1	18	9	-1	5	850	50	50	845	50	50	9	850	50	50	845	50	50	9	-1	-1	942	314	8	-1	-1	-1	-1	760	760	760	760	760	8	16	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
2077	9749	50	-1	5018	50	-1	18	9	-1	18	9	-1	18	9	-1	18	9	-1	5	861	50	50	856	50	50	9	861	50	50	856	50	50	9	-1	-1	954	318	8	-1	-1	-1	-1	770	770	770	770	770	8	17	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
2078	9869	50	-1	5080	50	-1	19	9	-1	19	9	-1	19	9	-1	19	9	-1	5	872	50	50	866	50	50	9	872	50	50	866	50	50	9	-1	-1	966	322	8	-1	-1	-1	-1	780	780	780	780	780	8	17	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
2079	9990	50	-1	5142	50	-1	19	9	-1	19	9	-1	19	9	-1	19	9	-1	5	882	50	50	877	50	50	9	882	50	50	877	50	50	9	-1	-1	978	326	8	-1	-1	-1	-1	790	790	790	790	790	8	17	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
2080	10110	50	-1	5203	50	-1	19	9	-1	19	9	-1	19	9	-1	19	9	-1	5	893	50	50	888	50	50	9	893	50	50	888	50	50	9	-1	-1	990	330	8	-1	-1	-1	-1	800	800	800	800	800	8	17	-1	-1	-1	-1	-1	9	9	9	9	-1	-1	-1	-1	-1	-1
2081	10231	50	-1	5265	50	-1	19	10	-1	19	10	-1	19	10	-1	19	10	-1	5	903	50	50	898	50	50	10	903	50	50	898	50	50	10	-1	-1	1002	334	8	-1	-1	-1	-1	810	810	810	810	810	8	17	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
2082	10351	50	-1	5327	50	-1	19	10	-1	19	10	-1	19	10	-1	19	10	-1	5	914	50	50	909	50	50	10	914	50	50	909	50	50	10	-1	-1	1014	338	8	-1	-1	-1	-1	820	820	820	820	820	8	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
2083	10472	50	-1	5389	50	-1	20	10	-1	20	10	-1	20	10	-1	20	10	-1	5	925	50	50	920	50	50	10	925	50	50	920	50	50	10	-1	-1	1026	342	8	-1	-1	-1	-1	830	830	830	830	830	8	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
2084	10592	50	-1	5451	50	-1	20	10	-1	20	10	-1	20	10	-1	20	10	-1	5	935	50	50	930	50	50	10	935	50	50	930	50	50	10	-1	-1	1038	346	8	-1	-1	-1	-1	840	840	840	840	840	8	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
2085	10713	50	-1	5513	50	-1	20	10	-1	20	10	-1	20	10	-1	20	10	-1	5	946	50	50	941	50	50	10	946	50	50	941	50	50	10	-1	-1	1050	350	8	-1	-1	-1	-1	850	850	850	850	850	8	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
2086	10833	50	-1	5575	50	-1	20	10	-1	20	10	-1	20	10	-1	20	10	-1	5	957	50	50	952	50	50	10	957	50	50	952	50	50	10	-1	-1	1062	354	8	-1	-1	-1	-1	860	860	860	860	860	8	18	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
2087	10954	50	-1	5637	50	-1	20	10	-1	20	10	-1	20	10	-1	20	10	-1	5	967	50	50	962	50	50	10	967	50	50	962	50	50	10	-1	-1	1074	358	9	-1	-1	-1	-1	870	870	870	870	870	9	19	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
2088	11074	50	-1	5699	50	-1	21	10	-1	21	10	-1	21	10	-1	21	10	-1	6	978	50	50	973	50	50	10	978	50	50	973	50	50	10	-1	-1	1086	362	9	-1	-1	-1	-1	880	880	880	880	880	9	19	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
2089	11195	50	-1	5761	50	-1	21	10	-1	21	10	-1	21	10	-1	21	10	-1	6	989	50	50	984	50	50	10	989	50	50	984	50	50	10	-1	-1	1098	366	9	-1	-1	-1	-1	890	890	890	890	890	9	19	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
2090	11315	50	-1	5822	50	-1	21	11	-1	21	11	-1	21	11	-1	21	11	-1	6	999	50	50	994	50	50	11	999	50	50	994	50	50	11	-1	-1	1110	370	9	-1	-1	-1	-1	900	900	900	900	900	9	19	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
2091	11436	50	-1	5884	50	-1	21	11	-1	21	11	-1	21	11	-1	21	11	-1	6	1010	50	50	1005	50	50	11	1010	50	50	1005	50	50	11	-1	-1	1122	374	9	-1	-1	-1	-1	910	910	910	910	910	9	19	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
2092	11556	50	-1	5946	50	-1	21	11	-1	21	11	-1	21	11	-1	21	11	-1	6	1021	50	50	1016	50	50	11	1021	50	50	1016	50	50	11	-1	-1	1134	378	9	-1	-1	-1	-1	920	920	920	920	920	9	20	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
2093	11677	50	-1	6008	50	-1	22	11	-1	22	11	-1	22	11	-1	22	11	-1	6	1031	50	50	1026	50	50	11	1031	50	50	1026	50	50	11	-1	-1	1146	382	9	-1	-1	-1	-1	930	930	930	930	930	9	20	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
2094	11797	50	-1	6070	50	-1	22	11	-1	22	11	-1	22	11	-1	22	11	-1	6	1042	50	50	1037	50	50	11	1042	50	50	1037	50	50	11	-1	-1	1158	386	9	-1	-1	-1	-1	940	940	940	940	940	9	20	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
2095	11918	50	-1	6132	50	-1	22	11	-1	22	11	-1	22	11	-1	22	11	-1	6	1053	50	50	1047	50	50	11	1053	50	50	1047	50	50	11	-1	-1	1170	390	9	-1	-1	-1	-1	950	950	950	950	950	9	20	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
2096	12038	50	-1	6194	50	-1	22	11	-1	22	11	-1	22	11	-1	22	11	-1	6	1063	50	50	1058	50	50	11	1063	50	50	1058	50	50	11	-1	-1	1182	394	9	-1	-1	-1	-1	960	960	960	960	960	9	20	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
2097	12159	50	-1	6256	50	-1	22	11	-1	22	11	-1	22	11	-1	22	11	-1	6	1074	50	50	1069	50	50	11	1074	50	50	1069	50	50	11	-1	-1	1194	398	9	-1	-1	-1	-1	970	970	970	970	970	9	21	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
2098	12279	50	-1	6318	50	-1	23	11	-1	23	11	-1	23	11	-1	23	11	-1	6	1084	50	50	1079	50	50	11	1084	50	50	1079	50	50	11	-1	-1	1206	402	9	-1	-1	-1	-1	980	980	980	980	980	9	21	-1	-1	-1	-1	-1	11	11	11	11	-1	-1	-1	-1	-1	-1
2099	12400	50	-1	6380	50	-1	23	12	-1	23	12	-1	23	12	-1	23	12	-1	6	1095	50	50	1090	50	50	12	1095	50	50	1090	50	50	12	-1	-1	1218	406	10	-1	-1	-1	-1	990	990	990	990	990	10	21	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
2100	12520	50	-1	6441	50	-1	23	12	-1	23	12	-1	23	12	-1	23	12	-1	6	1106	50	50	1101	50	50	12	1106	50	50	1101	50	50	12	-1	-1	1230	410	10	-1	-1	-1	-1	1000	1000	1000	1000	1000	10	21	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
2101	12641	50	-1	6503	50	-1	23	12	-1	23	12	-1	23	12	-1	23	12	-1	6	1116	50	50	1111	50	50	12	1116	50	50	1111	50	50	12	-1	-1	1242	414	10	-1	-1	-1	-1	1010	1010	1010	1010	1010	10	22	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
2102	12761	50	-1	6565	50	-1	23	12	-1	23	12	-1	23	12	-1	23	12	-1	6	1127	50	50	1122	50	50	12	1127	50	50	1122	50	50	12	-1	-1	1254	418	10	-1	-1	-1	-1	1020	1020	1020	1020	1020	10	22	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
2103	12882	50	-1	6627	50	-1	24	12	-1	24	12	-1	24	12	-1	24	12	-1	6	1138	50	50	1133	50	50	12	1138	50	50	1133	50	50	12	-1	-1	1266	422	10	-1	-1	-1	-1	1030	1030	1030	1030	1030	10	22	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
2104	13002	50	-1	6689	50	-1	24	12	-1	24	12	-1	24	12	-1	24	12	-1	6	1148	50	50	1143	50	50	12	1148	50	50	1143	50	50	12	-1	-1	1278	426	10	-1	-1	-1	-1	1040	1040	1040	1040	1040	10	23	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
2105	13123	50	-1	6751	50	-1	24	12	-1	24	12	-1	24	12	-1	24	12	-1	6	1159	50	50	1154	50	50	12	1159	50	50	1154	50	50	12	-1	-1	1290	430	10	-1	-1	-1	-1	1050	1050	1050	1050	1050	10	23	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
2106	13243	50	-1	6813	50	-1	24	12	-1	24	12	-1	24	12	-1	24	12	-1	6	1170	50	50	1165	50	50	12	1170	50	50	1165	50	50	12	-1	-1	1302	434	11	-1	-1	-1	-1	1060	1060	1060	1060	1060	11	23	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
2107	13364	50	-1	6875	50	-1	25	12	-1	25	12	-1	25	12	-1	25	12	-1	7	1180	50	50	1175	50	50	12	1180	50	50	1175	50	50	12	-1	-1	1314	438	11	-1	-1	-1	-1	1070	1070	1070	1070	1070	11	24	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
2108	13484	50	-1	6937	50	-1	25	13	-1	25	13	-1	25	13	-1	25	13	-1	7	1191	50	50	1186	50	50	13	1191	50	50	1186	50	50	13	-1	-1	1326	442	11	-1	-1	-1	-1	1080	1080	1080	1080	1080	11	24	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
2109	13605	50	-1	6999	50	-1	25	13	-1	25	13	-1	25	13	-1	25	13	-1	7	1202	50	50	1197	50	50	13	1202	50	50	1197	50	50	13	-1	-1	1338	446	11	-1	-1	-1	-1	1090	1090	1090	1090	1090	11	25	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
2110	13725	50	-1	7060	50	-1	25	13	-1	25	13	-1	25	13	-1	25	13	-1	7	1212	50	50	1207	50	50	13	1212	50	50	1207	50	50	13	-1	-1	1350	450	11	-1	-1	-1	-1	1100	1100	1100	1100	1100	11	25	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
2111	13846	50	-1	7122	50	-1	25	13	-1	25	13	-1	25	13	-1	25	13	-1	7	1223	50	50	1218	50	50	13	1223	50	50	1218	50	50	13	-1	-1	1362	454	12	-1	-1	-1	-1	1110	1110	1110	1110	1110	12	25	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
2112	13966	50	-1	7184	50	-1	26	13	-1	26	13	-1	26	13	-1	26	13	-1	7	1234	50	50	1228	50	50	13	1234	50	50	1228	50	50	13	-1	-1	1374	458	12	-1	-1	-1	-1	1120	1120	1120	1120	1120	12	26	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
2113	14087	50	-1	7246	50	-1	26	13	-1	26	13	-1	26	13	-1	26	13	-1	7	1244	50	50	1239	50	50	13	1244	50	50	1239	50	50	13	-1	-1	1386	462	12	-1	-1	-1	-1	1130	1130	1130	1130	1130	12	26	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
2114	14207	50	-1	7308	50	-1	26	13	-1	26	13	-1	26	13	-1	26	13	-1	7	1255	50	50	1250	50	50	13	1255	50	50	1250	50	50	13	-1	-1	1398	466	12	-1	-1	-1	-1	1140	1140	1140	1140	1140	12	26	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
2115	14328	50	-1	7370	50	-1	26	13	-1	26	13	-1	26	13	-1	26	13	-1	7	1265	50	50	1260	50	50	13	1265	50	50	1260	50	50	13	-1	-1	1410	470	12	-1	-1	-1	-1	1150	1150	1150	1150	1150	12	27	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
2116	14448	50	-1	7432	50	-1	26	13	-1	26	13	-1	26	13	-1	26	13	-1	7	1276	50	50	1271	50	50	13	1276	50	50	1271	50	50	13	-1	-1	1422	474	13	-1	-1	-1	-1	1160	1160	1160	1160	1160	13	27	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
2117	14569	50	-1	7494	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1287	50	50	1282	50	50	14	1287	50	50	1282	50	50	14	-1	-1	1434	478	13	-1	-1	-1	-1	1170	1170	1170	1170	1170	13	28	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2118	14689	50	-1	7556	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1297	50	50	1292	50	50	14	1297	50	50	1292	50	50	14	-1	-1	1446	482	13	-1	-1	-1	-1	1180	1180	1180	1180	1180	13	28	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2119	14810	50	-1	7618	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1308	50	50	1303	50	50	14	1308	50	50	1303	50	50	14	-1	-1	1458	486	13	-1	-1	-1	-1	1190	1190	1190	1190	1190	13	28	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2120	14930	50	-1	7679	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1319	50	50	1314	50	50	14	1319	50	50	1314	50	50	14	-1	-1	1470	490	13	-1	-1	-1	-1	1200	1200	1200	1200	1200	13	29	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2121	15051	50	-1	7741	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1329	50	50	1324	50	50	14	1329	50	50	1324	50	50	14	-1	-1	1482	494	14	-1	-1	-1	-1	1210	1210	1210	1210	1210	14	29	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2122	15171	50	-1	7803	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1340	50	50	1335	50	50	14	1340	50	50	1335	50	50	14	-1	-1	1494	498	14	-1	-1	-1	-1	1220	1220	1220	1220	1220	14	30	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2123	15292	50	-1	7865	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1351	50	50	1346	50	50	14	1351	50	50	1346	50	50	14	-1	-1	1506	502	14	-1	-1	-1	-1	1230	1230	1230	1230	1230	14	30	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2124	15412	50	-1	7927	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1361	50	50	1356	50	50	14	1361	50	50	1356	50	50	14	-1	-1	1518	506	14	-1	-1	-1	-1	1240	1240	1240	1240	1240	14	30	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2125	15533	50	-1	7989	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1372	50	50	1367	50	50	14	1372	50	50	1367	50	50	14	-1	-1	1530	510	14	-1	-1	-1	-1	1250	1250	1250	1250	1250	14	31	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2126	15653	50	-1	8051	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1383	50	50	1378	50	50	14	1383	50	50	1378	50	50	14	-1	-1	1542	514	15	-1	-1	-1	-1	1260	1260	1260	1260	1260	15	31	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2127	15774	50	-1	8113	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1393	50	50	1388	50	50	14	1393	50	50	1388	50	50	14	-1	-1	1554	518	15	-1	-1	-1	-1	1270	1270	1270	1270	1270	15	32	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
